Timestamp,coil,fan,T1,T2,Level,CV,pump
2017-01-16 14:30,1,1,30.7,31.7,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.6,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.3,50,100
2017-01-16 14:30,1,1,30.6,31.7,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.6,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.6,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.6,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.3,50,100
2017-01-16 14:30,1,1,30.8,31.6,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.6,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.6,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.6,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.6,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.6,22.3,50,100
2017-01-16 14:30,1,1,30.6,31.7,22.3,50,100
2017-01-16 14:30,1,1,30.7,31.6,22.4,50,100
2017-01-16 14:30,1,1,30.7,31.6,22.4,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:30,1,1,30.7,31.6,22.4,50,100
2017-01-16 14:30,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:30,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:30,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:30,1,1,30.6,31.7,22.4,50,100
2017-01-16 14:30,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.6,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.6,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.6,22.4,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.8,31.8,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.6,22.4,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.6,22.4,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.4,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.5,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.5,50,100
2017-01-16 14:31,1,1,30.7,31.6,22.5,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.5,50,100
2017-01-16 14:31,1,1,30.7,31.7,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.5,50,100
2017-01-16 14:31,1,1,30.7,31.6,22.5,50,100
2017-01-16 14:31,1,1,30.7,31.6,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.5,50,100
2017-01-16 14:31,1,1,30.7,31.6,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.5,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.2,50,100
2017-01-16 14:31,1,1,30.7,31.7,21.8,50,100
2017-01-16 14:31,1,1,30.7,31.7,21.8,50,100
2017-01-16 14:31,1,1,30.8,31.7,21.8,50,100
2017-01-16 14:31,1,1,30.8,31.7,21.8,50,100
2017-01-16 14:31,1,1,30.8,31.7,21.8,50,100
2017-01-16 14:31,1,1,30.8,31.7,21.9,50,100
2017-01-16 14:31,1,1,30.8,31.7,21.9,50,100
2017-01-16 14:31,1,1,30.8,31.6,21.9,50,100
2017-01-16 14:31,1,1,30.8,31.7,21.9,50,100
2017-01-16 14:31,1,1,30.8,31.6,21.9,50,100
2017-01-16 14:31,1,1,30.8,31.7,21.9,50,100
2017-01-16 14:31,1,1,30.9,31.7,21.9,50,100
2017-01-16 14:31,1,1,30.8,31.7,21.9,50,100
2017-01-16 14:31,1,1,30.8,31.7,21.9,50,100
2017-01-16 14:31,1,1,30.8,31.6,21.9,50,100
2017-01-16 14:31,1,1,30.8,31.7,21.9,50,100
2017-01-16 14:31,1,1,30.8,31.7,21.9,50,100
2017-01-16 14:31,1,1,30.8,31.6,22,50,100
2017-01-16 14:31,1,1,30.8,31.7,22,50,100
2017-01-16 14:31,1,1,30.8,31.7,22,50,100
2017-01-16 14:31,1,1,30.8,31.7,22,50,100
2017-01-16 14:31,1,1,30.8,31.7,22,50,100
2017-01-16 14:31,1,1,30.8,31.6,22,50,100
2017-01-16 14:31,1,1,30.8,31.7,22,50,100
2017-01-16 14:31,1,1,30.9,31.6,22,50,100
2017-01-16 14:31,1,1,30.7,31.7,22,50,100
2017-01-16 14:31,1,1,30.8,31.7,22,50,100
2017-01-16 14:31,1,1,30.8,31.6,22,50,100
2017-01-16 14:31,1,1,30.8,31.7,22,50,100
2017-01-16 14:31,1,1,30.8,31.6,22,50,100
2017-01-16 14:31,1,1,30.8,31.6,22,50,100
2017-01-16 14:31,1,1,30.8,31.6,22,50,100
2017-01-16 14:31,1,1,30.8,31.7,22,50,100
2017-01-16 14:31,1,1,30.8,31.7,22,50,100
2017-01-16 14:31,1,1,30.8,31.7,22,50,100
2017-01-16 14:31,1,1,30.9,31.7,22,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.1,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.1,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.1,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.1,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.1,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.1,50,100
2017-01-16 14:31,1,1,30.9,31.7,22.1,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.1,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.1,50,100
2017-01-16 14:31,1,1,30.8,31.6,22.1,50,100
2017-01-16 14:31,1,1,30.8,31.7,22.1,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.1,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.1,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.1,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.1,50,100
2017-01-16 14:32,1,1,30.9,31.7,22.1,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.1,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.1,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.1,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.1,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.1,50,100
2017-01-16 14:32,1,1,30.9,31.6,22.1,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.1,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.1,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.1,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.1,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.1,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.1,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.1,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.2,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.2,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.2,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.2,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.2,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.2,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.2,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.2,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.2,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.2,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.2,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.2,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.2,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.2,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.2,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.2,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.2,50,100
2017-01-16 14:32,1,1,30.9,31.6,22.2,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.2,50,100
2017-01-16 14:32,1,1,30.9,31.6,22.2,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.2,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.9,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.9,31.6,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.3,50,100
2017-01-16 14:32,1,1,30.9,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.9,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.3,50,100
2017-01-16 14:32,1,1,30.9,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.7,31.6,22.3,50,100
2017-01-16 14:32,1,1,30.9,31.6,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.9,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.3,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.9,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:32,1,1,30.9,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.9,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.9,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.6,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.7,22.4,50,100
2017-01-16 14:32,1,1,30.8,31.7,21.9,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.4,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.5,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.5,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.6,50,100
2017-01-16 14:33,1,1,30.7,31.7,21.6,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.6,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.6,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.6,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.6,50,100
2017-01-16 14:33,1,1,30.8,31.6,21.6,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.6,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.6,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.6,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.6,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.6,50,100
2017-01-16 14:33,1,1,30.8,31.6,21.7,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.7,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.7,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.7,50,100
2017-01-16 14:33,1,1,30.8,31.6,21.7,50,100
2017-01-16 14:33,1,1,30.8,31.6,21.7,50,100
2017-01-16 14:33,1,1,30.9,31.7,21.7,50,100
2017-01-16 14:33,1,1,30.8,31.6,21.7,50,100
2017-01-16 14:33,1,1,30.9,31.6,21.7,50,100
2017-01-16 14:33,1,1,30.9,31.7,21.7,50,100
2017-01-16 14:33,1,1,30.8,31.6,21.7,50,100
2017-01-16 14:33,1,1,30.8,31.6,21.7,50,100
2017-01-16 14:33,1,1,30.8,31.6,21.7,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.7,50,100
2017-01-16 14:33,1,1,30.7,31.7,21.7,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.7,50,100
2017-01-16 14:33,1,1,30.9,31.7,21.7,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.7,50,100
2017-01-16 14:33,1,1,30.8,31.6,21.8,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.8,50,100
2017-01-16 14:33,1,1,30.9,31.7,21.8,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.8,50,100
2017-01-16 14:33,1,1,30.8,31.6,21.8,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.8,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.8,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.8,50,100
2017-01-16 14:33,1,1,30.8,31.6,21.8,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.8,50,100
2017-01-16 14:33,1,1,30.8,31.6,21.8,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.8,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.8,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.8,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.8,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.8,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.8,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.8,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.9,50,100
2017-01-16 14:33,1,1,30.7,31.6,21.9,50,100
2017-01-16 14:33,1,1,30.8,31.6,21.9,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.9,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.9,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.9,50,100
2017-01-16 14:33,1,1,30.9,31.6,21.9,50,100
2017-01-16 14:33,1,1,30.8,31.6,21.9,50,100
2017-01-16 14:33,1,1,30.8,31.6,21.9,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.9,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.9,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.9,50,100
2017-01-16 14:33,1,1,30.8,31.6,21.9,50,100
2017-01-16 14:33,1,1,30.9,31.7,21.9,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.9,50,100
2017-01-16 14:33,1,1,30.8,31.7,21.9,50,100
2017-01-16 14:33,1,1,30.8,31.7,22,50,100
2017-01-16 14:33,1,1,30.8,31.6,22,50,100
2017-01-16 14:33,1,1,30.8,31.7,22,50,100
2017-01-16 14:33,1,1,30.8,31.7,22,50,100
2017-01-16 14:33,1,1,30.8,31.7,22,50,100
2017-01-16 14:33,1,1,30.8,31.7,22,50,100
2017-01-16 14:33,1,1,30.8,31.6,22,50,100
2017-01-16 14:33,1,1,30.9,31.7,22,50,100
2017-01-16 14:33,1,1,30.8,31.7,22,50,100
2017-01-16 14:33,1,1,30.8,31.7,22,50,100
2017-01-16 14:33,1,1,30.8,31.7,22,50,100
2017-01-16 14:33,1,1,30.8,31.6,22,50,100
2017-01-16 14:33,1,1,30.8,31.6,22,50,100
2017-01-16 14:33,1,1,30.8,31.6,22,50,100
2017-01-16 14:33,1,1,30.8,31.7,22,50,100
2017-01-16 14:33,1,1,30.9,31.6,22,50,100
2017-01-16 14:33,1,1,30.8,31.7,22,50,100
2017-01-16 14:33,1,1,30.9,31.6,22,50,100
2017-01-16 14:33,1,1,30.8,31.7,22,50,100
2017-01-16 14:33,1,1,30.8,31.7,22,50,100
2017-01-16 14:33,1,1,30.9,31.6,22,50,100
2017-01-16 14:33,1,1,30.9,31.7,22,50,100
2017-01-16 14:33,1,1,30.8,31.7,22,50,100
2017-01-16 14:33,1,1,30.8,31.6,22.1,50,100
2017-01-16 14:33,1,1,30.8,31.7,22.1,50,100
2017-01-16 14:33,1,1,30.8,31.7,22.1,50,100
2017-01-16 14:33,1,1,30.8,31.7,22.1,50,100
2017-01-16 14:33,1,1,30.8,31.7,22.1,50,100
2017-01-16 14:33,1,1,30.8,31.7,22.1,50,100
2017-01-16 14:33,1,1,30.8,31.7,22.1,50,100
2017-01-16 14:33,1,1,30.8,31.7,22.1,50,100
2017-01-16 14:33,1,1,30.8,31.7,22.1,50,100
